Unnamed: 0	GE: KIRC	GE: BRCA	GE: READ	GE: PRAD	GE: STAD	GE: HNSC	GE: LUAD	GE: THCA	GE: BLCA	GE: ESCA	GE: LIHC	GE: UCEC	GE: COAD	GE: LUSC	GE: CESC	GE: KIRP
GTF2A2	0.0223113834103107	0.0137537434009033	0.0387482822445785	0.0158910355701286	0.0039907132127944	0.0043713511344528	0.0135824249807487	0.0213979840034589	0.0068746732308276	0.0353449652153385	0.0310927245405899	0.002992014444552	0.0298094944306143	0.0438607797979963	0.0039825410063237	0.0023989941829121
GTF2A1	0.0216367356345535	0.0333442789418461	0.0150184334888464	0.0213063657173821	0.0168759965132847	0.015282604567678	0.0075583897131585	0.0251746994690773	0.0211854865177033	0.0005758752760928	0.0121757516679456	0.0200088816694326	0.0082584871260582	0.0206615613736941	0.0238335343060741	0.0388672018359804
VANGL2	0.1073235321550178	0.0077629597397731	0.0258395522645463	0.1013008628124146	0.0521441967787105	0.0499907811772824	0.0009450385132244	0.0074919751095548	0.0220618642705837	0.0330127582343261	0.0854577565070002	0.0868275307203427	0.0180341845719987	0.1863027061769106	0.1018887107995823	0.0154981903018312
SCRIB	0.0114951707153014	0.087392260804893	0.0444104910836586	0.1014015054322779	0.071456428507852	0.0279289562957049	0.089749116371423	0.0772928662161562	0.0735732019353003	0.0880091450057147	0.1144207236507723	0.1012862152829511	0.0510599250390418	0.1051013635055917	0.1265966930995267	0.0146942274934972
DVL2	0.020457918277167	0.0378800638719719	0.0092509789872694	0.0373303809570061	0.0038925663616754	0.0299395191222241	0.0076104356432155	0.0076258241630207	0.0134957332728218	0.0516736098753049	0.1154955440235473	0.0489429970717183	0.003273883252286	0.0409452496629734	0.0724290674351346	0.0442162734953923
PARD6A	0.0900640053037977	0.0573715076395814	0.0011306183192845	0.055292740252793	0.0251460914871619	0.1032436544126284	0.0194006683716011	0.0655132445240666	0.0018448189361242	0.0327114388777328	0.0155652702857586	0.0080974393009569	0.049750814150623	0.0786499984574409	0.0020517440313843	0.0245817399173648
GRB2	0.0038209095904365	0.0448464114907501	0.0207764173503916	0.0117793709065706	0.0039727143319938	0.0272713759524515	0.0296779154951904	0.0020859715248543	0.0147271401547126	0.0353182617369383	0.0435907026582649	0.0120440848739985	0.028320376704884	0.0293488570900446	0.009328054837232	0.0275171165943299
GAB1	0.032989745815128	0.0726238683092739	0.094361005929538	0.123093372969389	0.0522688787036718	0.0906510473761214	0.1866792545103855	0.0438229655485009	0.1159579163665959	0.0747256187105135	0.0095723840576053	0.1779261654284838	0.0975331358059552	0.1280424411458958	0.1624331128233632	0.0551374784472024
EGFR	0.0914941031722331	0.3670550633748645	0.0516810597429277	0.1043191240838043	0.0077536906309198	0.0440279475450866	0.0196187481809903	0.0198299222132954	0.0291481027226637	0.0006992684740459	0.0491313703058638	0.1024045243642832	0.0638305448839219	0.0583522222815307	0.109416395956234	0.018922167847289
EGF	0.4069808634492711	0.2105321432457115	0.1805281051920297	0.0435598074745762	0.0447464972984664	0.1471275356422555	0.1790763220595033	0.1503525277880827	0.1605827962096161	0.1556693524601741	0.0445883443076641	0.0083766900727065	0.1198578643332727	0.0427775768559149	0.1430027565434769	0.4639581995693039
PIK3CA	0.0110085401809181	0.0961879440113562	0.0215609968885758	0.0558203581719239	0.0345617673315074	0.0542657172693419	0.0474884614575165	0.0109777461577395	0.0670953030332296	0.0185289766842001	0.0078907405780914	0.0313129810579667	0.0167753146246597	0.0508574872972031	0.0004889159792323	0.0260942792465951
PIK3R1	0.0170765583368504	0.2155827417648238	0.0323352501010193	0.1710863255613385	0.0110291577673781	0.0932166562603967	0.1314268922212404	0.0104075478773365	0.150873861351513	0.0788514928408972	0.0330379313227453	0.1696169929313001	0.0407153405169841	0.0808612383745676	0.2224234842986451	0.0385526912549603
SRC	0.0111266010471813	0.0555807705976092	0.0377313734008237	0.0001998690308055	0.0654063816564748	0.043062848732607	0.0396509446376162	0.063655863376631	0.0472170032877604	0.013705099350608	0.1342682555670278	0.0032121870769469	0.0098489616684841	0.0263927436449525	0.0010949941794213	0.0294879774944935
PXN	0.0005781981089279	0.076174576029165	0.02207254681487	0.0357802049544687	6.632645073849293e-05	0.1088519758437705	0.0695043768318776	0.0335824527894111	0.0052743661684917	0.0007958087573909	0.0445012031824863	0.0650083284373193	0.0359200261426615	0.0732805056095234	0.0251815255336094	0.0485068810804464
CLPS	0.0	0.1022333590914875	0.0	0.0	0.2773621305069598	0.0	0.0	0.0	0.0	0.0	0.0	0.1566975760648757	0.0	0.0	0.0	0.0
PNLIP	0.0	0.0	0.0	0.1901124051533069	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GNB1	0.0115852291815844	0.0057260016512612	0.025652967302234	0.0021142056266176	0.0073028819354365	0.0551646904711809	0.0182398486420682	0.0122929759449324	0.0010103287071924	0.0146415163965939	0.0320969210788508	0.0050302627570268	0.0229234120848211	0.0228984942950053	0.0248320244717355	0.0080971050288397
GNGT1	0.1303816576868237	0.0	0.1104357804316123	0.0	0.0441223903397065	0.2711683823565438	0.2809604596079008	0.0	0.025480365431022	0.20062164805179	0.0	0.239709930621513	0.0847701714036037	0.3592701306708797	0.1787717777962663	0.0192800423435395
CNGA1	0.1669786423278457	0.324829306714097	0.1014528606094948	0.0349190113600071	0.1343322810128356	0.1451952361618235	0.0736652656305476	0.0019314996205141	0.0623526673156979	0.0842362960993216	0.1742842483226932	0.0425266229539426	0.1696126710112406	0.0639103692271803	0.1655871970989802	0.2370853309612282
CNGB1	0.0	0.0	0.3988458671001771	0.0	0.1453348165228249	0.3324124231308819	0.0998267798133372	0.0209828804307435	0.293425786745012	0.2412799400145452	0.0	0.0680052734070469	0.0	0.0612925347283046	0.1327168019258429	0.1470578834412829
FNTB	0.009165743545224	0.009681977583005	0.0060862309093509	0.0121991423994263	0.0052738914995998	0.0234353814008058	0.0176762888669224	0.0051187481432605	0.0101798159962888	0.0195431163045332	0.0541157293672978	0.0065486679834709	0.013336461972338	0.0178951482181007	0.0260287018664281	0.0179239498311004
FNTA	0.0055609405370901	0.0421795670386416	0.0331361600080141	0.0023300531266293	0.0091992297707913	0.0013304477662464	0.0021433858447384	0.0256878845348708	0.0213474040131923	0.0240965164069953	0.0133938127879542	0.0071968293440517	0.0342550408364651	0.0401607455172406	0.0177405430477964	0.0005600059011008
RAD50	0.0079120683085165	0.0135972466644387	0.042685950129862	0.0246015628327615	0.0360908518243908	0.0153415894679679	0.0006091722202698	0.0251933075726555	0.0404919189060483	0.0366594911983679	0.0467432513801516	0.0055742214603433	0.0325517344193971	0.0170172270771486	0.0020630841067256	0.0009509599921831
MRE11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
KPNA2	0.0035909213668208	0.1934350647176289	0.078636439665802	0.0879809033996306	0.1163160275965909	0.0973662737630329	0.2080722230022793	0.07032269325677	0.2096613381388052	0.1890077646997319	0.1529699279096839	0.2695649805925351	0.1059865339168759	0.224960083681896	0.2590832782096119	0.016957804316964
NBN	0.0211436010602287	0.0118815524288879	0.0170266791113333	0.0244369613234056	0.0652613218766977	0.0188871995774546	0.0151698412512542	0.0374984411206375	0.0192149956134387	0.0576558019103784	0.0346936346609471	0.0057253774783828	0.0318274284440291	0.0094725381328259	0.0445328657388342	0.0149312824471049
KAT5	0.0008590398297206	0.0261016710779122	0.0282424087723792	0.0248526775790254	0.0280199522364627	0.0212712326322633	0.0479584104214111	0.0225564006399285	0.0533097509038677	0.0208438572373594	0.0329571040014252	0.0690720719436638	0.0222372027122553	0.041308778514362	0.1002394452082387	0.025993862523504
ATM	0.0487161468267428	0.0790395688123044	0.007163229750906	0.0314174736863636	0.0335308535815235	0.0015502370410856	0.0108362255943931	0.0736108694172102	0.082878960411136	0.0402628959224402	0.0243257557506036	0.0413864431391457	0.0116750269652037	0.0133185958419301	0.0840182725357591	0.0049558007194442
BAZ1B	0.0120764546027526	0.0141881589717002	0.0446080098935258	0.0134798196361378	0.0515679937516923	0.0304965122428178	0.0156562138964834	0.005904631122276	0.0129227592993095	0.0300428815719516	0.0378795544379088	0.0113941500073278	0.0410485904224538	0.0180841238660246	0.0132206453170205	0.0311138092988601
SMARCA5	0.0067798615653777	0.0037715999763384	0.0174584475299863	0.009154244502761	0.0507136821035408	0.0203533211409685	0.0720378637630148	0.0081415061006188	0.0154109983311377	0.0066642655319992	0.0114692377895735	0.0230758182586409	0.0219267482302186	0.059755639819919	0.0021133501521508	0.0048084376782057
UBE2I	0.0394707970475284	0.0512041089204659	0.0475711916773714	0.0231159279083981	0.0169220333674029	0.0373914910436686	0.0522627007970899	0.0605297570205444	0.0214092414959098	0.0664294807209311	0.0647175098970377	0.0132360203861551	0.0556617173890632	0.0511745808526759	0.017975139512165	0.0725918096778176
SUMO1	0.020419756954034	0.0241360616887633	0.0075020945857712	0.0020683301542748	0.0108565659208156	0.0225048274488324	0.0249676094551313	0.0090398786781197	0.0194573097780287	0.0500161404512174	0.0055791231391206	0.0313792426190641	0.0167375513217077	0.0292223927643708	0.0044028337665402	0.0188737946950336
UBE2V2	0.0005237697804452	0.0344368093538056	0.0096431614884352	0.0161766193434045	0.0002757088337791	0.0483908169734743	0.0499056158724495	0.0293889872120822	0.0001034666397665	0.0413427966494381	0.02397548472883	0.0282677544976424	0.0327213005829773	0.073995398116837	0.032353622361492	0.0109073595147801
UBE2N	0.0107112784697472	0.0454320665501861	0.0183447587105583	0.0390839374041907	0.0084241564160311	0.002806130588368	0.0147309075344337	0.0248258423450586	0.0175003805251368	0.0482812685187115	0.0420993444304201	0.0354117884904917	0.0319941028684947	0.0493378383097529	0.0406995126022003	0.0094740394658752
BARD1	0.0204669812248271	0.0774568435045	0.0422351166282981	0.0542342693883877	0.0682368653144222	0.0186749999276634	0.1016773720134897	0.0099294760037164	0.0160426182343379	0.0544586131481429	0.128750593543473	0.0470358482581453	0.0522746749318603	0.1011289021184274	0.0876953132441634	0.0096919620206713
BRCA1	0.0513439507880586	0.080118804711534	0.0683892953677658	0.0020175124034849	0.1008257598350921	0.0949145322275564	0.1226321431896141	0.0164739469739333	0.147584438115877	0.1678948590432044	0.0825290688094662	0.1420008169548269	0.104759404746613	0.1630664938808258	0.2373409962941859	0.0711774961163729
SUMO2	0.0078213648408219	0.0230162536661535	0.0136241893616134	0.0188266195903812	0.0048708877793146	0.0287782440301388	0.0272764301126616	0.0302659489467518	0.034123408128648	0.0500497597306779	0.0532428665553429	0.0040727755918771	0.0228698342463358	0.0521194295292007	0.0119132136430277	0.0262105405589289
MDC1	0.0134712773506674	0.0278302318995739	0.0535666020801166	0.0202625730797429	0.0619709646525996	0.0771069208379035	0.0428620552085376	0.0677032215314042	0.0171395772256947	0.0351789411425536	0.0905870469344956	0.0148873913836902	0.0623782780582179	0.0253332592328566	0.0271821270658192	0.0123823445591587
HERC2	0.0036356648273361	0.0388708148677488	0.0049337964808186	0.0135163454460003	0.0046833229595742	0.0055550379307617	0.0116657326825634	0.018154765732422	0.0134099146202494	0.0010001737967426	0.0474458133762203	0.0316340808776793	0.0075079104228333	0.0181060505306976	0.0016494828609317	0.0045527602443395
ATRIP	0.0176897187060185	0.0333249193702821	0.0390955274741188	0.0366682152915415	0.0177477089034067	0.0173734791883365	0.00439137611803	0.0437060302312628	0.0084525078546381	0.0277404985669342	0.0736936159133167	0.0073413884529699	0.0604190598716083	0.0072266912759493	0.0017185987001804	0.0103328330664485
ATR	0.0050812423189811	0.0078002380349445	0.0777166823965715	0.0750796740401238	0.106481041692704	0.046285238440884	0.0542725183890443	0.009278830857332	0.0534090793112483	0.0637105517587313	0.0640092025838033	0.0616089757205714	0.0738415859130746	0.0821125797387378	0.078102490982552	0.0519368762766425
TIMELESS	0.0046968793936924	0.1482164610665717	0.0561557824809211	0.0612931129381712	0.1168988965890655	0.097590678448762	0.1587981942104178	0.0350060224367002	0.1655245095586	0.1776019539280739	0.0940826255794133	0.2196976059454279	0.0851586664676636	0.2010617719902517	0.2956813041978274	0.0533554697375301
TIPIN	4.656538800910807e-05	0.012987337348641	0.0333007052353325	0.0019885463204571	0.070910494228484	0.0526297674788722	0.0262257691715295	0.0067829492174816	0.0520205279979995	0.0606747315022546	0.0792678704442424	0.0296916075812009	0.066563803390471	0.0826566927587452	0.0811046863964276	0.0018621689192325
PPP4R2	0.0387978495452852	0.0077268311932466	0.0037521147022311	0.0026296429923125	0.0401798075201068	0.0243025958627626	0.0065060424218304	0.0373964801007243	0.0192336730409299	0.0048869516825473	0.0032482480523442	0.0261176389340645	0.0063525125205623	0.0140038719730438	0.0279287834760951	0.0285057832531637
PPP4C	0.0168759928193666	0.1162859440323284	0.0086070485850218	0.0245531448624497	0.0004543683634279	0.0181932667240336	0.0568228058980102	0.0582695440160513	0.065315448067564	0.0836975167255733	0.008981987918879	0.0830709209093125	0.0045295572342907	0.0502622642818778	0.0899192938708396	0.0356082950343882
RAD51C	0.0174847217453639	0.015260468549805	0.0100258975235589	0.0200456504336152	0.0053677278484683	0.0279801321814248	0.0417224428034519	0.0240652925946794	0.0222022520988556	0.0170000136649251	0.0755062879119895	0.015960863883653	0.0439993133709428	0.0656250694317202	0.0301613199548057	0.0287223558623616
XRCC3	0.0573676329626937	0.0441337537762013	0.0493852971808507	0.0559185183158797	0.0788812291050251	0.109043254899591	0.104867086052732	0.0121397931247678	0.1244043020208099	0.0524092735558992	0.1779984065166345	0.1293445326329415	0.0523638018153704	0.1524689366577716	0.1821162334515874	0.076230638731722
EME2	0.0760176667300817	0.0860702014855608	0.0650252589067921	0.1841585539193747	0.0291381736313578	0.0098434531525589	0.0762204702802047	0.0422921241968538	0.0260292797382731	0.0047949083111009	0.1306674879257463	0.0373305919298805	0.0620432785511732	0.0323516759803114	0.0540598546899045	0.0829784458223499
MUS81	0.034667952678305	0.0008434084847692	0.0049395308867124	0.0135010977545202	0.0074213821431609	0.0300271699164183	0.0464547650244345	0.0065988244611644	0.0242163164564182	0.0035644572472836	0.0766829782778848	0.0224568024793039	0.0006646827226784	0.0291207254770733	0.0364423540471673	0.0169882770177574
EME1	0.101416221534921	0.2068206685756071	0.0981482560671932	0.1086614258857326	0.142788662041853	0.179619634894726	0.2523747023289411	0.0343527204583013	0.3029558754069585	0.1327126321998878	0.2355513846840991	0.2877427988715084	0.1147568326103478	0.2837176195283014	0.3745063575291753	0.1085847445426479
BRCA2	0.120076521574949	0.1325138883530181	0.1714593212683609	0.0214711096832829	0.1457927965641094	0.1153720127188979	0.0786333436084763	0.0825767032029704	0.192654728050377	0.2037938114186977	0.1226589963861609	0.2344372127116351	0.140560596138352	0.1163800206186697	0.3586309300298106	0.0505920382749175
RAD51	0.0961354873099955	0.2474921216971276	0.0091722949938352	0.0711121157274504	0.1166117209713651	0.1190563416801839	0.2092344153422643	0.1039192500588332	0.2697647913522991	0.2576597810935365	0.2138956245288675	0.2913275124989867	0.0412613620805867	0.2986835336103696	0.3461384475426151	0.0854676613715639
ERCC4	0.0186842355186222	0.0084386314694642	0.0011125823301317	0.0589616782241305	0.0227973024874192	0.0187522839946278	0.0057396792678866	0.0398421579922603	0.0447617680396759	0.0158573847699677	0.0065031196003198	0.0494847720976499	0.0258292379330719	0.0008028928385627	0.0467894352258685	0.0018086883182275
ERCC1	0.0228342935674705	0.0001046492109712	0.0091993873987047	0.0427041998408689	0.019091447881271	0.0030049183128554	0.0135289148543464	0.0268368829188421	0.0106356233264076	0.0035501270573947	0.0089379924664088	0.022387431861658	0.0144091994261436	0.0255296344311168	0.0277846383501478	0.0020957789846059
XRCC1	0.0211845472665019	0.0314557535370531	0.0330315235775832	0.0083588552770846	0.0018446399254257	0.0319205000482557	0.004272779689756	0.020038896719708	0.0359136688779646	0.0196610552591218	0.092660614789161	0.0052177867844553	0.0380016657758571	0.0107645909441665	0.0088404037425631	0.0183531198068817
LIG3	0.0098565905609707	0.0624251914821954	0.0401172969573369	0.0830711615575391	0.0384518688727248	0.0033246974280339	0.0677648311729032	0.0398948938265305	0.0102333106563363	0.0342155510631124	0.0822661031541993	0.0016015919449473	0.043991328440427	0.0819965156296916	0.0717514690922728	0.0004809067235012
XRCC6	0.00661173673775	0.0011197792833854	0.0018397087612282	0.0145537569496073	0.0004339006800707	0.0162967946511809	0.0193064098058833	0.0100600684945987	0.0049041303199517	0.0457309969801889	0.0477027299629699	2.724677711623725e-05	0.008370653969952	0.0447982334543666	0.0061697051241397	0.0097762981107893
XRCC5	0.0094428702696515	0.0068684584632086	0.0284588345107742	0.0153308467089734	0.0225885994385407	0.0106218185995781	0.0295197149412092	0.0023054176102348	0.0122418543816228	0.0379438077475898	0.0206773892710383	0.0212439325261367	0.0289568448334673	0.0273958349314305	0.0023300679158845	0.014759214317198
XRCC4	0.018087586395548	0.0250408845602953	0.0246031001683326	0.0326400015422874	0.0445693343040867	0.0487596812552599	0.0434924704533336	0.0019357921838102	0.0372791193197127	0.0865456071288238	0.0675520460443924	0.0529009353573971	0.0314235467860677	0.0129085918948082	0.0912095883999437	0.0510458040187308
LIG4	0.0607699308751215	0.0540245643239975	0.0207397801075253	0.0310921648628319	0.0149671988115758	0.004193758837291	0.0617428910719037	0.0248739127156289	0.0347076012415053	0.0355791567966796	0.0205447777051986	0.0260609314620429	0.0278208164834455	0.0856608920815231	0.0186765997971904	0.0236298108362956
HEXB	0.0307045022721002	0.0016766107408171	0.0147415065305842	0.010099464235044	0.0524939487493976	0.0604178437439923	0.0432751820064026	0.0280048827792388	0.0136031965561822	0.0094277131887747	0.0517303076499766	0.0041040104972659	0.0152271125643014	0.0851173791877696	0.0242731631175427	0.0507486813441002
HEXA	0.0024841316451858	0.0104481850054161	0.0253339557477011	0.0247864950819357	0.0282234539646598	0.0867929764895752	0.0239504125884472	0.0324903948275702	0.0272457111320275	0.0094060211105406	0.0547216710999499	0.0161528263357117	0.0115162705456504	0.0476240532355895	0.016830927501562	0.0161122943341841
EXT2	0.0042993010554661	0.027826594217622	0.00961737583267	0.0045831191828173	0.0143851140675552	0.0697307602237857	0.0070192426548251	0.0035862831679415	0.006161358614678	0.0257345285504784	0.0157914504578979	0.0559251391545165	0.0013887680108951	0.022745744692494	0.0733253548656398	0.0129186947119882
EXT1	0.00140138731072	0.0333628901025266	0.0538416846401484	0.0730974839971927	0.0524140820465211	0.1285384386893236	0.0309223503718896	0.0732702878363757	0.020687694214653	0.0939832683396059	0.012930436809639	0.0109313461382433	0.0604972958026079	0.0346570840463288	0.091204358193861	0.0146365802245261
SOS1	0.0176269793781064	0.1071387033882152	0.0087231862352362	0.0589637701603162	0.0026803191177225	0.0068667021283762	0.012033881016913	0.0634932811254938	0.0444751276124733	0.0288477461949553	0.029724628926013	0.0473045139350748	0.0256715726903927	0.0004784905102641	0.0419173560313972	0.0186434475576527
CDK1	0.0329566155603382	0.3113493627674679	0.0683755161052178	0.1015975241327464	0.1610648023531779	0.1006295755229432	0.2203306458123015	0.0350874583532505	0.3300346149248045	0.2519136970179686	0.3510787440088597	0.3201401273268072	0.1302476960568632	0.2880395409209787	0.4048650684338746	0.0025230101208096
CCNB1	0.0432123664020212	0.2618946328279016	0.0711980174263856	0.1144092594883893	0.1271644351690953	0.1002409850217191	0.3000983798966602	0.0017953053978977	0.3076558784285414	0.2329989389401	0.3162786901441982	0.3597521023497633	0.1082356116057329	0.3447412548907819	0.3771820594123919	0.0344462217691703
PCF11	0.0110406822297796	0.0556606171832902	0.0074497782018777	0.0391299791092855	0.025346055534973	0.0450338014919037	0.0550572038915082	0.0890285914852368	0.040468852076227	0.0200899408209262	0.0335708098993809	0.0825933003949068	0.0010163147126374	0.0525741536103647	0.0283051880041426	0.0249082786346515
CLP1	0.0071549442869317	0.0074728720854312	0.0273884245779123	0.0061907487507869	0.0099795862199058	0.0192663047234501	0.0061773624758191	0.0289795416177213	0.0301861878914521	0.0253699404238864	0.0184356216640209	0.0014320001196445	0.0026209728894364	0.0315603665370689	0.0354128773811528	0.0139457469692818
TEAD1	0.026583659726207	0.1418069888571162	0.0808573530839683	0.1196002299279276	0.014154033663558	0.0462212635156115	0.0802475379203236	0.0063001881533338	0.1729530455744066	0.0427208798860243	0.0202639135883686	0.1132488566559218	0.0270993765715432	0.0866315896611859	0.1153430439268422	0.0373592851836124
YAP1	0.0330294240183333	0.1476534337373687	0.028044153166465	0.1199813510418401	0.0209054690987442	0.0394885788076878	0.0377031176377771	0.0043589569091392	0.0977288170445834	0.028600552042281	0.0172758840874109	0.0842916211460269	0.049483880419351	0.041305888304911	0.1102618320778471	0.0600250886033581
TEAD2	0.0259730394939637	0.0090088393359773	0.0279781866881925	0.0607188147779607	0.0269509207711301	0.133146474263623	0.0134557065676969	0.0342954826565065	0.0047574622290192	0.0390749235805823	0.1276549223888775	0.02626123690963	0.0440649023994516	0.0172260631466628	0.0857608631895345	0.0038215132527468
TEAD3	0.0215027428566397	0.0182263777793182	0.0583247914607942	0.0634486203431513	0.0369734559058037	0.0201303747123009	0.0258653695748252	0.0580010014987845	0.0435595894706871	0.0301211010798694	0.0773459820191578	0.0843844252616153	0.0085694709414556	0.0391295570433067	0.0937586747966296	0.0300883974170664
TEAD4	0.0493258629966473	0.0962948918196717	0.1672428284751967	0.0464156580111379	0.118180874693176	0.0645023706659712	0.0790994835597547	0.1387230334044778	0.1033281383177672	0.194036150024883	0.0457584107878825	0.0634544568637312	0.1615703351378141	0.0051798165474132	0.1215911203036738	0.0525461630486795
CDK8	0.0177409872356715	0.0032937397675258	0.0532644950198439	0.0306536268646982	0.0457316699843222	0.0090857204929371	0.0414302908936963	0.0087725760405947	0.0083495500361611	0.0090544579781761	0.0138926555609848	0.0380083550720585	0.0524824889804814	0.0599292469975387	0.0289795782482988	0.0126788898675561
CCNC	0.0380594786663335	0.0197448355163146	0.0211649673577391	0.0001975399504489	0.0051191525565925	0.0063732559532178	0.0100536460987709	0.0596704217939846	0.0070225593655944	0.0183114560466717	0.0051770521373906	0.0515453599569463	0.0273382145399971	0.0419491734653401	0.0389416967605436	0.0287003391039381
SMAD7	0.0061022173474007	0.0176582047432783	0.0501102545509462	0.0905927936695095	0.0263283400029603	0.0503904484479202	0.1403553480136773	0.0440236294399372	0.1381365940270977	0.0575504162965176	0.0360884374473473	0.076533853335992	0.0744121972174534	0.1789108501432172	0.0623780081573467	0.0442963474232038
RNF111	0.0015961248213012	0.0299424295119863	0.0034783294558472	0.0204029095880031	0.0319405669712669	0.0124492950825626	0.0153347341438546	0.0252460011425924	0.027911887362108	0.0194968618749177	0.0243819487999546	0.0585055710543269	0.0088693056041323	0.0178410355076339	0.0221604447601399	0.0023348074825944
PTEN	0.0161941724785477	0.0719178726964498	0.0229240453001096	0.025758021427547	0.0148036999212134	0.0166045544671357	0.004787243884004	0.0227167249302081	0.0138771639035521	0.0105353545514427	0.0032490078993596	0.0438225843641271	0.0253636778363368	0.028568752193372	0.0279024634830313	0.0123192532458451
TP53	0.0327904935105934	0.003040708780048	0.0525525785937994	0.0228271352192213	0.0503971437232327	0.0304418220730455	0.0498347742045097	0.0300228058578283	0.0305843343198804	0.0611421058249779	0.0212503237142403	0.053616572614846	0.0410921865482345	0.0409956046728258	0.0405541763386985	0.0509847315076974
TSC1	0.0039870181190178	0.0555472847041031	0.0252115289613981	0.0084421207859538	0.0327422873973675	0.0294806790105449	0.0201111352106466	0.0455477311438307	0.0045254011668527	0.0280665517718984	0.1111038044895206	0.0475378772174598	0.0155780892754097	0.0024126303321796	0.0129523333699908	0.0132618522216765
TSC2	0.0155736358346985	0.0088275968597193	0.0114652928278354	0.0158053227328352	0.0003100297225465	0.018924577960296	0.0248935763698181	0.0057026108091248	0.0255274429882024	0.0527706325518678	0.0682408869233931	0.0031398810281076	0.0044987615140246	0.023925148529551	0.011375843791744	0.0126909063523952
SCO2	0.0328108246917929	0.0729405924190877	0.0337987768315614	0.0634965310250593	0.0131287816787326	0.02870324360518	0.038527627109994	0.0558509461141968	0.0900890577196619	0.0827495046694501	0.0071775067407138	0.0687599045029382	0.0527983018639352	0.0474550141576061	0.1429541625025328	0.0348778195978654
RRM2B	0.0039285775324763	0.0012332099221431	0.0250979034395805	0.0282852199570767	0.0512882264443075	0.0114084850057992	0.0733332069644607	0.0233137424993946	0.0216059638851958	0.0045966051708832	0.0204562175256689	0.0074237838203991	0.0104830929074457	0.0893416755723344	0.001276860839719	0.0024689392522921
